index,name,type,category,Courriel,Type.1,Région,Periodicité,Province,Ville,Catégorie,Groupe de presse,Télécopieur,Site web,Code postal,Spécialisations,Téléphone,Adresse
579,L'Événement de Scotstown-Hampden,Magazine,,levenement@hsfqc.ca,Magazine,Estrie,6 fois l'an,QC,Scotstown,Média communautaire,,819 657-4272,,JOB 3B0,,819 657-4576,"107, ch. Victoria O. "
580,L'Acadie Nouvelle,Hebdo régional,Indépendant,nouvelle@acadienouvelle.com,Hebdo régional,Canada anglais,Hebdomadaire,NB,Caraquet,,Indépendant,506 383-7440,www.acadienouvelle.com,E1W 1B7,,506 727-4444,"C.P. 5536 476, Boul. St-Pierre O."
581,L'Altitude,Hebdo régional,Indépendant,editions.promopub@globetrotter.net,Hebdo régional,,Mensuel,QC,Sainte-Aurélie,,Indépendant,418 593-3886,,G0M 1M0,,418 593-3786,"152-A, des Bois-Francs "
582,L'Annonceur du Bas-Saint-François,Hebdo régional,Indépendant,lannonceur@lannonceur.ca,Hebdo régional,Québec,Bimensuel,QC,Pierreville,,Indépendant,450 568-5475,www.lannonceur.ca,J0G 1J0,Affaires régionales,450 568-3186,"108, Maurault "
583,L'Arc-en-Ciel,Magazine,Indépendant,,Magazine,Bas-St-Laurent,6 fois l'an,QC,Anqui,Média communautaire,Indépendant,(418) 629-8179,,G5J 2P5,Communautaire,(418) 629-6919,"543, du Pont "
584,L'Avantage,Hebdo régional,TC Media,redaction_rimouski@tc.tc,Hebdo régional,Bas-St-Laurent,,QC,Rimouski,,TC Media,418 723-4237,www.lavantage.qc.ca,G5L 2T5,,418 722-0205,"217, Léonidas S, 6D "
585,L'Avantage gaspésien,Hebdo régional,TC Media,jean.charest@tc.tc,Hebdo régional,Gaspésie-IdM,Hebdomadaire,QC,Matane,,TC Media,418 562-0688,www.lavantage.qc.ca,G4W 3J3,,418 562-0666,"310, rue de la Gare "
586,L'Avenir de l'Érable,Hebdo régional,TC Media,redaction_victo@transcontinental.ca,Hebdo régional,Québec,Hebdomadaire,QC,Plessisville,,TC Media,819 362-2216,www.lavenirdelerable.com,G6L 1P9,Affaires régionales,819 362-7049,"1620, Saint-Calixte "
587,L'Avenir de l'Est,Hebdo régional,TC Media,redaction_est@tc.tc,Hebdo régional,Montréal,Hebdomadaire,QC,Montréal,,TC Media,514 899-5887,journalmetro.com/local/pointe-aux-trembles-montreal-est,H1E 2S7,Affaires régionales,514 643-2300,"8000, Blaise-Pascal "
588,L'Aviron,Hebdo régional,TC Media,aviron@tc.tc,Hebdo régional,Canada anglais,,NB,Campbellton,,TC Media,506-759-7738,http://www.lechodelabaie.ca/,E3N 2G6,,506-753-7637,"113, rue Roseberry, bureau 406 C.P. 637"
589,L'Écho Abitibien,Hebdo régional,TC Media,marc-andre.landry@tc.tc,Hebdo régional,Abitibi-Témiscamingue,Hebdomadaire,QC,Val-d'Or,,TC Media,819 825-0361,http://lechoabitibien.ca,J9P 5H4,Affaires régionales,819 825-3755,"1462, de la Québécoise 2e étage"
590,L'Écho d'Amos-La Sarre,Hebdo régional,TC Media,echo@cableamos.com,Hebdo régional,Abitibi-Témiscamingue,Hebdomadaire,QC,Amos,,TC Media,819 732-3764,www.hebdosquebecor.com,J9T 2J6,Affaires régionales,819 732-6531,"92, Principale S. "
591,L'Écho de Cantley,Pér,Indépendant,editor@echocantley.ca,Pér,Laurentides,Mensuel,QC,Cantley,Média communautaire,Indépendant, ,www.echocantley.ca,J8V 3J2,Communautaire,819 827-2828,"188, montée de la Source Box. 1, succursale 9"
592,L'Écho de la Baie,Hebdo régional,TC Media,echodelabaie@tc.tc,Hebdo régional,Gaspésie-IdM,Hebdomadaire,QC,Gaspé,,TC Media,418 392-6605,http://www.lechodelabaie.ca/,G4X 1P1,Affaires régionales,418 392-5083 ,"47, rue Baker, #7 "
593,L'Écho de la Pinière,Magazine,Indépendant,journal.echo_la_piniere@hotmail.com,Magazine,Bas-St-Laurent,10 fois l'an,QC,Sainte-Hélène,Média communautaire,Indépendant,418-492-1854,www.sainte-helene.net/servicesmunicipaux/journal-lecho-de-la-piniere,G0L 3J0,,418-492-6830,"531, de l'Église S. "
594,L'Écho de Laval,,Quebecor,,,Montréal,,,,,Quebecor,,http://www.lechodelaval.ca/,,,450 575-2000,
595,L'Écho de Repentigny,Hebdo régional,TC Media,redaction_er@tc.tc,Hebdo régional,Lanaudière,Hebdomadaire,QC,Repentigny,,TC Media,450-932-4794,www.lechoderepentigny.ca,J6A 2T8,,450 932-4782,"544, boul. Notre-Dame, suite A "
596,L'Écho de Saint-Jean,Hebdo régional,TC Media,web@tc.tc,Hebdo régional,Montérégie,,QC,Saint-Jean-sur-Richelieu ,,TC Media,,www.canadafrancais.com,J3B 6X3,,450 347-0323 ,"84, rue Richelieu "
597,L'Écho des montagnes,Magazine,Indépendant,lechodesmontagnes@hotmail.com,Magazine,Abitibi-Témiscamingue,10 fois l'an,QC,La Corne,Média communautaire,Indépendant,,,J0Y 1R0,,819 799-2218,"324, route 111  "
598,L'Écho du Lac,Internet,Indépendant,info@leseditionsplatine.com,Internet,Québec,,QC,Québec,,Indépendant,,www.lechodulac.ca, G3B 0X,,418 845-5515,"1025, boulevard du Lac, #230 "
599,L'Écho du Transport,Magazine,Indépendant,ghebert@bomartgroup.com,Magazine,Laurentides,10 fois l'an,QC,Ste-anne-des-lacs,,Indépendant,450 224-7711,www.lechodutransport.com,J0R 1B0,camionnage - Transport,"450-224-7000, #102","48, chemin des centaures "
600,L'Éclaireur-Progrès,Hebdo régional,TC Media,redaction.leclaireur@tc.tc,Hebdo régional,Chaudière-Appalaches,Hebdomadaire,QC,Saint-Georges-de-Beauce ,,TC Media,418 228-0268,http://leclaireurprogres.ca,G5Y 8G1,Affaires régionales,418 228-8858,"710, 98ème rue  "
601,L'Édition - Le journal des gens d'affaires,Pér,Indépendant,redaction@journaledition.com,Pér,Montréal,Mensuel,QC,Montréal,,Indépendant,,www.journaledition.com,H1B 4M9,Affaires,514 257-1000,"1609, 5ème avenue "
602,L'Égypte et le Monde Arabe au Canada,,Indépendant,georgesaad@videotron.ca,,Montréal,Mensuel,QC,Montréal,Média ethnique,Indépendant,514 288-1944450 689-7241,www.voiceofegypt.com,H3B 1H9,,514 288-0188,"1117, rue Ste-Catherine O., #121 "
603,L'Émeraude Plus,Pér,Indépendant,redaction@versants.com,Pér,Montérégie,9 fois l'an,QC,Saint-Bruno,,Indépendant,450 441-5440,www.versants.com,J3V 3T5,,450 441-5300,"1488, Montarville "
604,L'Étoile (Restigouche),,Ind./Petit groupe,gourd.michel@brunswick.com,,Canada anglais,,NB,Campbellton,,Ind./Petit groupe,,www.telegrahjournal.com/letoile,E3N 2G6,,506 753-8231,99-B rue Roseberry 
605,L'Étoile du Lac,Hebdo régional,TC Media,redaction_roberval@tc.tc,Hebdo régional,Saguenay-Lac-St-Jean,Hebdomadaire,QC,Roberval,,TC Media,418 275-2834,www.letoiledulac.com,G8H 2L4,Affaires régionales,418 275-2911,"797, boul. Saint-Joseph, #101 "
606,L'Événementiel,Agence,Indépendant,redaction@agencedepresse.info,Agence,Montréal,,QC,Montréal,,Indépendant,514 526-3101,www.evenementiel.qc.ca,H2J 4E1,,514 526-3100,"5101, St-Denis, C.P. 6011  Succursale Saint-Denis"
607,L'Express - Ottawa,Hebdo régional,TC Media,redaction.outaouais@tc.tc,Hebdo régional,Outaouais,,QC,Gatineau,,TC Media,613 744-1976,www.expressottawa.ca,J8T 6G4,,613 744-4800,"1885, rue Saint-Louis, #100 "
608,L'Express de Drummondville,Hebdo régional,TC Media,redaction_dr@tc.tc,Hebdo régional,Québec,Hebdomadaire,QC,Drummondville,,TC Media,819 478-4306,www.journalexpress.ca,J2C 2N6,Affaires régionales,819 478-8171,"1050, Cormier "
609,L'Express des sources,Hebdo régional,TC Media,redaction_victo@tc.tc,Hebdo régional,Estrie,Hebdomadaire,QC,Asbestos,,TC Media,819 879-2355,www.expressdessources.com,J1T 4R4,,819 879-6681,"572, 1ère Avenue "
610,L'express Montcalm,Hebdo régional,TC Media,infolanaudiere@tc.tc,Hebdo régional,Laurentides,Bimensuel,QC,Saint-Lin-Laurentides,,TC Media,450 439-2912,www.lexpressmontcalm.com,J5M 2V4,,450 439-2525,"864, Saint-Isidore, #201 "
611,L'Express régional,Périodique,Indépendant,journallexpress@videotron.ca,Périodique,Montérégie,Mensuel,QC,Saint-Basile-le-Grand,,Indépendant,(405) 441-4497,,J3N 1A9,Affaires régionales,(450) 441-7252,"155, Sir Wilfrid Laurier, #101 "
612,L'Habitat,Hebdo régional,Quebecor,edimont@videotron.ca,Hebdo régional,Montérégie,Mensuel,QC,Sainte-Julie,,Quebecor,(450) 922-3172,,J3E 1Z7,Décoration,(450) 649-0632,"1999, place Nobel, #15 "
613,L'Hebdo Journal,Hebdo régional,TC Media,redaction.hj@tc.tc,Hebdo régional,Mauricie,Hebdomadaire,QC,Trois-Rivières,,TC Media,,www.lhebdojournal.com,G9A 5Z7,Affaires régionales,819 379-1490,"635, rue du Père-Daniel "
614,L'Hebdo Mékinac des Chenaux,Hebdo régional,TC Media,redaction_shawinigan@tc.tc,Hebdo régional,Mauricie,Hebdomadaire,QC,Sainte-Tite,,TC Media,819 537-5471,www.lhebdojournal.com,G0X 3H0,Affaires régionales,819 537-5111,C. P. 4057 
615,L'Image de Bury,Magazine,Indépendant,bury.image.articles@gmail.com,Magazine,Estrie,8 fois l'an,QC,Bury,Média communautaire,Indépendant,819 872-3691,www.burysimagedebury.com,J0B 1J0,,819 872-3316,C.P. 325 
616,L'Impact,Hebdo régional,Quebecor,nouvelle@limpact.ca,Hebdo régional,Québec,Hebdomadaire,QC,Drummondville,,Quebecor,819 445-7001,www.limpact.ca,J2C 5A7,,819 445-7000,"2345, rue Saint-Pierre "
617,L'Impact,Hebdo régional,Indépendant,ed.a.pomerleau@rocler.qc.ca,Hebdo régional,Montérégie,Hebdomadaire,QC,Salaberry-de-Valleyfield,,Indépendant,450 371-4237,,J6T 4M8,,450 371-5663,"52, Nicholson "
618,L'Indice Bohémien,,Indépendant,,,Abitibi-Témiscamingue,,QC,Rouyn-Noranda,,Indépendant,,,J9X 4N5,,,"150, avenue du Lac "
619,L'Info Porneuf,Pér,Indépendant,borgia@cite.net,Pér,Québec,Bimensuel,QC,Saint-Raymond,,Indépendant,418 337-7748,infoportneuf.com,G3L 1K9,,418 337-6871,"550, Saint-Joseph "
620,L'Informateur Plus,Magazine,Independant,,Magazine,,10 fois l'an,QC,Saint-Calixte,Média communautaire,Independant,,,J0K 1Z0,,(450) 222-2446,"590, rang 6 O. "
621,L'Information d'affaires Rive-sud,Pér,TC Media,jirs@videotron.ca,Pér,Montérégie,11 fois l'an,QC,Saint-Mathieu-de-Beloeil,,TC Media,450 651-4160,,J3G 4S5,Économie,450 536-2626,"2095 de L'Industrie, 2e étage "
622,L'Information du Nord Mont-Tremblant,Hebdo régional,TC Media,infonord.redaction@tc.tc,Hebdo régional,Laurentides,,QC,Sainte-Agathe-des-Monts,,TC Media,819 425-9111,www.informationdunordmonttremblant.ca,J8C 2B8,,819 425-8658,"233, rue St-Vincent "
623,L'Information régionale de Châteauguay,Hebdo régional,Quebecor,info@information.net,Hebdo régional,Montérégie,Hebdomadaire,QC,Châteaugueay,,Quebecor,450 691-3883,,J6J 2R3,,450 691-3863,"243, boul. d'Anjou Bureau 202"
624,L'Orbite de Saint-Laurent,Périodique,Indépendant,redaction@proxima-p.qc.ca,Périodique,Montréal,Mensuel,QC,Ville Mont-Royal,,Indépendant,(514) 736-7855,,H4P 2K3,,(514) 736-1133,"8180, ch. Devonshire, #9 "
625,L'Outarde Libérée,Internet,Indépendant,redaction@loutardeliberee.com,Internet,Montréal,,QC,Montréal,Média communautaire,Indépendant,,www.loutardeliberee.com,H2K 1T7,,,"1860, Ontario E. "
626,L. Extra de Saint-Basile,Hebdo régional,Quebecor,info@journaldest-bruno.qc.ca,Hebdo régional,,,Québec,Saint-Bruno-de-Montarville,,Quebecor,450-653-6967,http://monteregieweb.com/,J3V 3P8,,450-653-8933,"1507, Roberval "
627,La Baratte,Magazine,Indépendant,nancykell@globetrotter.net,Magazine,,Mensuel,QC,Saint-Paul-de-Montminy,Média communautaire,Indépendant,418 469-3542,,G0R 3Y0,,418 469-3549,"495, route 216 "
628,La Chaîne politique du Canada,Tél,,comments@cpac.ca,Tél,Canada anglais,,ON,Ottawa,,,613 567-2749,www.cpac.ca,K1P 1B1,,1 877 287-2722,C.P. 81099 
629,La Chemise,Magazine,Indépendant,redaction@chemisemagazine.org,Magazine,Montréal,Bimestrielle,QC,Montréal,,Indépendant,,www.chemisemagazine.org,H2V 4A1,,514 814-6296,"4567, rue Hutchison  "
630,La Cité collégiale,Maison d'enseignement,,info@lacitec.on.ca,Maison d'enseignement,Outaouais,,ON,Ottawa,,,613 742-2490,http://journalisme.lacitec.on.ca,K1K 4R3,,613 742-2493,"801, promenade de l'Aviation "
631,La Corniche,Périodique,Independant,,Périodique,Montréal,Hebdomadaire,QC,Montréal,,Independant,(514) 527-3148,,H2L 3L4,,(514) 527-2636,"1699, Amherst "
632,La Criée,Magazine,Indépendant,,Magazine,,4 fois l'an,QC,"Ste-Famille, Ile d'Orléans",Média communautaire,Indépendant,(418) 829-1050,,G0A 3P0,,(418) 829-3113,"3912-1, ch. Royal "
633,La Dépêche,Magazine,Indépendant,ladepeche@ladepeche.qc.ca,Magazine,Abitibi-Témiscamingue,Mensuel,QC,Rouyn-Noranda,,Indépendant,819 764-4953,www.ladepeche.qc.ca,J9X 5C7,Affaires régionales,819 764-4953,C.P. 842 
634,La Fierté Delageoise,Magazine,Indépendant,lafierte.delageoise@ccapcable.com,Magazine,Québec,6 fois l'an,QC,Lac Delage,Média communautaire,Indépendant,418 848-0440,,G0A 4P0,,418 848-0440,"6, av. des Villas "
635,La Frontière,Hebdo régional,TC Media,redaction.abitibi@tc.tc,Hebdo régional,Abitibi-Témiscamingue,Hebdomadaire,QC,Rouyn-Noranda,,TC Media,,www.lafrontiere.ca,J9X 3E6,Affaires régionales,819 762-4361,"177, Taschereau Est "
636,La Galère,Pér,Indépendant,journallagalere@gmail.com,Pér,Mauricie,Mensuel,QC,Trois-Rivières,Média communautaire,Indépendant,819 694-4545,pointderue.com/lagalere,G9A 5E3,Itinérance,819 373-1018,"337, rue Laurier, C.P. 46 "
637,La Gatineau,Hebdo régional,Indépendant,redaction@lagatineau.com,Hebdo régional,Outaouais,Hebdomadaire,QC,Egan-Sud,,Indépendant,819 449-5108,www.lagatineau.com,J9E 3A9,Affaires régionales,819 449-1725,"135 B, route 105 "
638,La Gazette de la Mauricie,Pér,Indépendant,info@gazettemauricie.com,Pér,Mauricie,Mensuel,QC,Trois-Rivières,Média communautaire,Indépendant,,www.gazettemauricie.com,G9A 3X6,,819 841-4135,942 rue Ste-Geneviève 
639,La Gazette des femmes,Magazine,Indépendant,gazette@csf.gouv.qc.ca,Magazine,Québec,6 fois l'an,QC,Québec,,Indépendant,418 643-8926,www.gazettedesfemmes.com,G1R 6E2,Femme,418 643-4326,"800, place d'Youville, #300 "
640,La Girafe perchée,Télévision,Indépendant,phil.lobianco@sympatico.ca,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 990-3060,,H2R 2C6,Documentaires,,"7679, Drolet "
641,La Liberté,,Indépendant,redaction@la-liberte.mb.ca,,Canada anglais,,MB,Saint-Boniface,Média communautaire,Indépendant,204 231-1998,www.la-liberte.mb.ca,R2H 3B4,,204 237-4823,Case postale 190 
642,La Maison du 21e siècle,Magazine,Independant,info@maisonsaine.ca,Magazine,Laurentides,4 fois l'an,QC,Sainte-Adèle,,Independant,450 228-1555,www.maisonsaine.ca,J8B 3K9,Environnement - Habitation - Santé,450 228-1555,"2955, domaine du Lac Lucerne "
643,La Marée,Périodique,Indépendant,,Périodique,Québec,7 fois l'an,QC,"St-Laurent, Ile d'Orléans",Média communautaire,Indépendant,418 828-2170,,G0A 3Z0,Affaires municipales - Communautaire,418 828-2322,"1430, ch. Royal "
644,La Marche,,,,,Montréal,,QC,Montréal,,,(514) 384-8232,,H2L 4L5,,(514) 384-8477,"C.P. 601, Succ. C "
645,La Nouvelle,Hebdo régional,TC Media,redaction.ontario@transcontinental.ca,Hebdo régional,Canada anglais,Hebdomadaire,ON,Ottawa,,TC Media,613 744-0866,www.journallanouvelle.ca,K1J 1A4,,613 744-4800,"3500, ch. Canotek, #30 "
646,La Nouvelle / L'Union,Hebdo régional,TC Media,redaction_victo@tc.tc,Hebdo régional,Québec,Hebdomadaire,QC,Victoriaville,,TC Media,819 758-0417,www.lanouvelle.net,G6P 3Z4,Affaires régionales,819 758-6211,"43, Notre-Dame E. "
647,La Nouvelle Agricole de L'Estrie,Hebdo régional,,,Hebdo régional,Estrie,,QC,Sherbrooke,,,(819) 566-8022,,J1H 2E8,,(819) 566-8022,"716, Short "
648,La Nouvelle de Sherbrooke,Hebdo régional,Gesca,lanouvelle@latribune.qc.ca,Hebdo régional,Estrie,Hebdomadaire,QC,Sherbrooke,,Gesca,819 564-5480,www.cyberpresse.ca/la-tribune/la-nouvelle,J1K 2X8,Affaires régionales,819 566-8022,"1950, Roy "
649,La Nouvelle Gazette de Maniwaki,Hebdo régional,Indépendant,gazette@ireseau.com,Hebdo régional,Outaouais,Hebdomadaire,QC,Maniwaki,,Indépendant,(819) 449-7067,,J9E 2H5,Affaires régionales,(819) 449-2233,"93, Notre-Dame  "
650,La Parole métèque ,Périodique,Indépendant,d142404@er.uqam.ca,Périodique,Montréal,4 fois l'an,QC,Montréal,,Indépendant,(514) 737-2666,,H3W 1M5,,(514) 737-2666,"5005, Côte Sainte-Catherine, #14 "
651,La Pensée de Bagot,Hebdo régional,Indépendant,mdorais@lapensee.qc.ca,Hebdo régional,Montérégie,Hebdomadaire,QC,Acton-Vale,,Indépendant,450 546-3491,www.lapensee.qc.ca,J0H 1A0,,450 546-3271,"800, de Roxton "
652,La Petite nation,Hebdo régional,TC Media,redaction.outaouais@tc.tc,Hebdo régional,Outaouais,Hebdomadaire,QC,Saint-André-Avellin,,TC Media,,www.info07.com,J0V 1W0,Affaires régionales,819 568-7544,"3, rue Principale "
653,La Petite Patrie,Hebdo régional,TC Media,,Hebdo régional,Montréal,Hebdomadaire,QC,Montréal,,TC Media,(514) 270-8368,,H2S 3P4,,(514) 270-8088,"900, Bélanger E. "
654,La Pieuvre,Internet,Indépendant,,Internet,Québec,,,,Média étudiant,Indépendant,,www.pieuvre.ca,,,,
655,La Pige - ATM,Pér,Indépendant,lapige@cjonquiere.qc.ca,Pér,Saguenay-Lac-St-Jean,Bimensuel,QC,Jonquière,Média étudiant,Indépendant,418 695-7309,www.lapige.qc.ca,G7X 3P4,,"418 547-2191, #7260","3780, rue de la Fabrique "
656,La Plume communautaire,Périodique,Indépendant,,Périodique,Montréal,4 fois l'an,QC,Anjou,Média communautaire,Indépendant,(514) 354-2023,,H1K 2Z8,Communautaire,(514) 354-4299,"6497, Azilda "
657,La Pocatoise,,,,,Bas-St-Laurent,,QC,La Pocatière,,,(418) 856-5252,,G0R 1Z0,,(418) 856-5833,"907, 2e Rue "
658,La Presse  ,Quotidien,Gesca,,Quotidien,Québec,,,Québec,,Gesca,,,,,,
659,La Presse,Quotidien,Gesca,general@lapresse.ca,Quotidien,Montréal,,QC,Montréal,,Gesca,,www.lapresse.ca,H2Y 1K9,,514 285-7070,"7, rue Saint-Jacques "
660,La Presse Canadienne,Agence,Indépendant,,Agence,Outaouais,,ON,Ottawa,,Indépendant,613 569-2534,www.thecanadianpress.com,K1P 5B9,,613 236-4122     ,"165, Sparks, #800 "
661,La Presse Canadienne,Agence,,,Agence,Canada anglais,,ON,Toronto,,,,www.thecanadianpress.com,M5C 2L9,,416-364-0321 ,"36, King Street East "
662,La Presse canadienne,Agence,Indépendant,sfpupitre@cp.org,Agence,Montréal,,QC,Montréal,,Indépendant,514 849-7693,www.lapressecanadienne.com,H2Y 1M6,,514 849-3212,"215, Saint-Jacques, #100 "
663,La Presse Canadienne,Agence,Indépendant,,Agence,Outaouais,,ON,Ottawa,,Indépendant,613 569-2534,www.thecanadianpress.com,K1P 5B9,,613 236-4122     ,"165, Sparks, #800 "
664,La Presse chinoise,Pér,Indépendant,cpress@chinesepress.com,Pér,Montréal,Hebdomadaire,QC,Montréal,Média ethnique,Indépendant,514 397-9929,www.chinesepress.com,H2Z 1K3,,514 397-9969,"1123, Clark, 2e étage "
665,La Presse québecoise,Agence,Indépendant,photodesk@photopq.com,Agence,Montréal,,QC,Laval,,Indépendant,514 221-3127,www.quebecpress.com,H7W 3L2,Agence de photos,514 998-0878,"482,  90e Avenue "
666,La Presse.,Internet,Gesca,info@lapresseaffaires.com,Internet,Montréal,,QC,Montréal,,Gesca,514 285-7123,http://lapresseaffaires.cyberpresse.ca ,H2Y 2Z4,,514 285-7000,"750, boulevard St-Laurent "
667,La Primeur,Hebdo régional,,,Hebdo régional,Saguenay-Lac-St-Jean,Hebdomadaire,QC,Chicoutimi,,,(418) 545-6140,,G7H 1Y3,,,"94, Jacques-Cartier, #102 "
668,La Quête,Magazine,Indépendant,laquetejournal@yahoo.ca,Magazine,Québec,10 fois l'an,QC,Québec,Média communautaire,Indépendant,418 649-7770,https://www.facebook.com/laquete.magazinederue,G1K 3A7,Communautaire - Itinérance,418 649-9145,"190, Saint-Joseph E. "
669,La Quinze Nord.com,Internet,Indépendant,info@la15nord.com,Internet,Laurentides,Quotidien,QC,Mirabel,,Indépendant,,www.la15nord.com,J7J 2C8,,450 432-3780,"14068, de la Chapelle "
670,La Rafale,Périodique,Indépendant,rroberge@globetrotter.net,Périodique,Chaudière-Appalaches,Mensuel,QC,St-Raphaël,Média communautaire,Indépendant,418 243-3698,,G0R 4C0,Affaires municipales - Communautaire,418 243-3006,"359, Saint-Pierre "
671,La Relève des Basses Laurentides,Hebdo régional,,,Hebdo régional,Laurentides,Bimensuel,QC,Sainte-Anne-des-Plaines,,,(514) 478-3303,,J0N 1H0,,(514) 478-1382,"154-A, boul. Sainte-Anne "
672,La Relève,Hebdo régional,La Relève,lareleve@lareleve.qc.ca,Hebdo régional,Montréal,Hebdomadaire,QC,Boucherville,,La Relève,450 641-4849,www.lareleve.qc.ca,J4B 3M5,Affaires régionales,450 641-4844,"528, Saint-Charles "
673,La Revue,Hebdo régional,Indépendant,redaction@larevue.qc.ca,Hebdo régional,Lanaudière,Hebdomadaire,QC,Terrebonne,,Indépendant,450 471-1023,www.larevue.qc.ca,J6W 3E4,Affaires régionales,450 964-4444 ou 514 990-,"231, Sainte-Marie "
674,La Revue de Gatineau,Hebdo régional,TC Media,redaction.outaouais@tc.tc,Hebdo régional,Outaouais,Hebdomadaire,QC,Saint-André-Avellin,,TC Media,819 568-7038,www.info07.com,J0V 1W0,Affaires régionales,819 568-7544 ,"3, rue Principale "
675,La Revue des sports,Magazine,Independant,,Magazine,Montréal,Mensuel,QC,Montréal,,Independant,(514) 599-2294,,H2K 4P6,,(514) 599-2244,"1755, boul. René-Lévesque E., #300 "
676,La Rotonde,Internet,Indépendant,redaction@larotonde.ca,Internet,Ontario,,ON,Ottawa,Média étudiant,Indépendant,,http://www.larotonde.ca,K1N 6S1,,613 421-4686,"109, rue Osgoode "
677,La Seigneurie,,La Relève,bou.redaction@tc.tc,,Montérégie,Mensuel,QC,Longueuil,,La Relève,450 674-0205,http://www.la-seigneurie.qc.ca,J4H 1E3,Affaires régionales,450 641-3360,"207, St-Charles O. "
678,La Semaine,Magazine,Quebecor,communiques@lasemaine.ca,Magazine,Montérégie,,QC,Longueuil,,Quebecor,,www.lasemaine.ca,J4K 5G7,,514 848-7000,"1010, rue sérigny, 4e étage "
